"seed","parent_i","parent_M0","parent_r","parent_N","parent_K","parent_time","parent_tmass","propagule_ID","propagule_num","propagule_mean.mass","propagule.indiv.mass","survival_rate"
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,24,111,63.6002878782067,36.75640010294663,25
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,29,111,63.6002878782067,122.71164585832483,25
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,32,111,63.6002878782067,49.699888579209336,25
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,39,111,63.6002878782067,57.09550216016938,25
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,40,111,63.6002878782067,87.11530420531477,25
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,42,111,63.6002878782067,56.912711900882165,25
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,45,111,63.6002878782067,89.05421124622193,25
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,48,111,63.6002878782067,122.95090810782415,25
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,51,111,63.6002878782067,27.429575338983856,25
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,65,111,63.6002878782067,67.77280690280703,25
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,70,111,63.6002878782067,45.722301959234024,25
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,75,111,63.6002878782067,66.4395624299667,25
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,78,111,63.6002878782067,50.90268379380911,25
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,81,111,63.6002878782067,68.09407088610374,25
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,84,111,63.6002878782067,113.48321975442462,25
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,87,111,63.6002878782067,33.10813825187549,25
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,89,111,63.6002878782067,61.93427740461472,25
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,92,111,63.6002878782067,120.20792936618044,25
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,97,111,63.6002878782067,56.358515687578326,25
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,111,111,63.6002878782067,82.77868396451692,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,1,126,68.0658704204535,100.21758852881977,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,10,126,68.0658704204535,143.69029553924125,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,17,126,68.0658704204535,113.26611572777851,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,21,126,68.0658704204535,42.3861606034573,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,22,126,68.0658704204535,122.28912365280094,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,28,126,68.0658704204535,60.85694787634255,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,31,126,68.0658704204535,4.6144724877603345,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,33,126,68.0658704204535,29.415045676007285,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,34,126,68.0658704204535,133.51013036025893,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,43,126,68.0658704204535,76.29793993499479,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,45,126,68.0658704204535,47.81456803085329,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,48,126,68.0658704204535,70.2074795911136,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,51,126,68.0658704204535,12.370767929031135,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,59,126,68.0658704204535,29.54963609762705,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,60,126,68.0658704204535,129.9608423564064,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,64,126,68.0658704204535,51.918724431086,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,73,126,68.0658704204535,104.18769423075722,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,83,126,68.0658704204535,128.0398156795744,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,87,126,68.0658704204535,78.86764982780281,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,90,126,68.0658704204535,51.4494290557332,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,93,126,68.0658704204535,40.341611083408715,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,94,126,68.0658704204535,40.72111323814705,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,96,126,68.0658704204535,66.74161127061484,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,102,126,68.0658704204535,78.83680353611385,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,103,126,68.0658704204535,23.90175040255272,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,107,126,68.0658704204535,53.67070290949426,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,108,126,68.0658704204535,44.80330912755194,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,113,126,68.0658704204535,27.508433198097503,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,121,126,68.0658704204535,76.98478127157713,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,124,126,68.0658704204535,76.58146335935702,25
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,126,126,68.0658704204535,44.54371927501319,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,1,140,71.78711501533361,109.26568526662953,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,22,140,71.78711501533361,48.77287829042073,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,24,140,71.78711501533361,84.05122060117243,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,26,140,71.78711501533361,135.57990175004036,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,28,140,71.78711501533361,30.075739456569575,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,29,140,71.78711501533361,25.104611217005083,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,37,140,71.78711501533361,150.45726179471242,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,39,140,71.78711501533361,19.535904178682554,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,40,140,71.78711501533361,156.97725260740037,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,43,140,71.78711501533361,54.22294825242956,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,44,140,71.78711501533361,95.42476833409201,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,46,140,71.78711501533361,81.21713121276927,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,48,140,71.78711501533361,123.47581323357922,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,49,140,71.78711501533361,141.6855268690324,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,50,140,71.78711501533361,12.203073781987902,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,51,140,71.78711501533361,72.12827872104074,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,56,140,71.78711501533361,57.47993408923069,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,60,140,71.78711501533361,114.08644956357226,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,61,140,71.78711501533361,68.43447884857277,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,67,140,71.78711501533361,113.87123625241621,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,70,140,71.78711501533361,70.04875238257449,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,71,140,71.78711501533361,13.943822535618667,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,78,140,71.78711501533361,65.97355879398707,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,83,140,71.78711501533361,15.406688859318118,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,86,140,71.78711501533361,108.33300678532785,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,90,140,71.78711501533361,173.31582652671537,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,99,140,71.78711501533361,148.8150919659182,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,105,140,71.78711501533361,11.133818690716637,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,110,140,71.78711501533361,25.770546220947008,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,111,140,71.78711501533361,69.3537522440943,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,113,140,71.78711501533361,42.11026400234748,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,116,140,71.78711501533361,50.50468430008116,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,117,140,71.78711501533361,61.259569667863175,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,124,140,71.78711501533361,78.54776409768586,25
1,5,22.08,0.103,50,12947.496000000001,75,10287.745983189041,139,140,71.78711501533361,52.98987309256182,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,9,152,74.96556588240087,46.44456469628222,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,10,152,74.96556588240087,29.601726469752812,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,16,152,74.96556588240087,143.46000383673766,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,17,152,74.96556588240087,163.86400449653223,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,19,152,74.96556588240087,35.01781301120582,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,20,152,74.96556588240087,55.14601872620064,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,24,152,74.96556588240087,24.34009361928355,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,31,152,74.96556588240087,82.36709022881864,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,32,152,74.96556588240087,106.28034106426686,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,37,152,74.96556588240087,83.63863277728784,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,39,152,74.96556588240087,45.92396512272887,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,40,152,74.96556588240087,91.59770566343705,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,44,152,74.96556588240087,61.59700169710859,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,48,152,74.96556588240087,14.514287717003647,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,50,152,74.96556588240087,66.40386086762429,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,51,152,74.96556588240087,107.83981003792513,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,53,152,74.96556588240087,55.454710355781685,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,65,152,74.96556588240087,11.568184555873843,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,75,152,74.96556588240087,83.95538627341759,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,77,152,74.96556588240087,92.71319963803175,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,79,152,74.96556588240087,159.43146641062071,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,92,152,74.96556588240087,96.45877109849846,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,95,152,74.96556588240087,96.21197642108758,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,98,152,74.96556588240087,51.296901376793834,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,99,152,74.96556588240087,53.672423216585756,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,100,152,74.96556588240087,24.758683655988804,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,101,152,74.96556588240087,98.326364139719,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,103,152,74.96556588240087,115.45364363506015,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,105,152,74.96556588240087,111.12361990162661,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,111,152,74.96556588240087,33.266216972327975,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,116,152,74.96556588240087,117.10725710968926,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,120,152,74.96556588240087,88.39057532195203,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,121,152,74.96556588240087,38.75907359731759,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,122,152,74.96556588240087,158.92587327399428,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,124,152,74.96556588240087,90.43875068943369,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,130,152,74.96556588240087,42.380964838652496,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,135,152,74.96556588240087,82.16197672554006,25
1,6,22.08,0.103,60,15143.916000000001,75,11627.08543273796,144,152,74.96556588240087,61.509000136086804,25
2,1,22.08,0.103,10,4161.816,75,3843.5560954613347,2,71,50.66180969236784,27.623797396809753,25
2,1,22.08,0.103,10,4161.816,75,3843.5560954613347,5,71,50.66180969236784,7.81616234126748,25
2,1,22.08,0.103,10,4161.816,75,3843.5560954613347,8,71,50.66180969236784,17.406024410096492,25
2,1,22.08,0.103,10,4161.816,75,3843.5560954613347,12,71,50.66180969236784,73.30041919761689,25
2,1,22.08,0.103,10,4161.816,75,3843.5560954613347,14,71,50.66180969236784,82.97429456340572,25
2,1,22.08,0.103,10,4161.816,75,3843.5560954613347,15,71,50.66180969236784,53.1576262299355,25
2,1,22.08,0.103,10,4161.816,75,3843.5560954613347,16,71,50.66180969236784,15.78489276760561,25
2,1,22.08,0.103,10,4161.816,75,3843.5560954613347,17,71,50.66180969236784,4.220192649937193,25
2,1,22.08,0.103,10,4161.816,75,3843.5560954613347,20,71,50.66180969236784,110.8417299955272,25
2,1,22.08,0.103,10,4161.816,75,3843.5560954613347,27,71,50.66180969236784,89.36192691654101,25
2,1,22.08,0.103,10,4161.816,75,3843.5560954613347,31,71,50.66180969236784,164.53774663293407,25
2,1,22.08,0.103,10,4161.816,75,3843.5560954613347,36,71,50.66180969236784,33.53280484279827,25
2,1,22.08,0.103,10,4161.816,75,3843.5560954613347,41,71,50.66180969236784,3.5236775811519943,25
2,1,22.08,0.103,10,4161.816,75,3843.5560954613347,44,71,50.66180969236784,86.41233749245254,25
2,1,22.08,0.103,10,4161.816,75,3843.5560954613347,53,71,50.66180969236784,29.09989146343444,25
2,1,22.08,0.103,10,4161.816,75,3843.5560954613347,63,71,50.66180969236784,33.69871413836633,25
2,1,22.08,0.103,10,4161.816,75,3843.5560954613347,65,71,50.66180969236784,15.333575823582171,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,1,93,58.03916889535017,69.7831826061235,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,2,93,58.03916889535017,132.93855756492624,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,27,93,58.03916889535017,110.36109187947966,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,29,93,58.03916889535017,55.47908346316402,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,30,93,58.03916889535017,85.62614217299642,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,36,93,58.03916889535017,14.78803672457389,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,37,93,58.03916889535017,54.163289357684164,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,40,93,58.03916889535017,147.12610640424083,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,41,93,58.03916889535017,29.292423494406368,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,49,93,58.03916889535017,43.5035894839231,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,50,93,58.03916889535017,136.56770417784912,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,53,93,58.03916889535017,16.09048014317863,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,56,93,58.03916889535017,44.045947559883516,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,57,93,58.03916889535017,70.44379418367818,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,64,93,58.03916889535017,69.1050312091892,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,71,93,58.03916889535017,72.97922120622934,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,72,93,58.03916889535017,38.28529359963605,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,78,93,58.03916889535017,51.735396249003955,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,79,93,58.03916889535017,72.19607289747356,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,80,93,58.03916889535017,88.9765967408921,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,84,93,58.03916889535017,25.601608939027415,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,85,93,58.03916889535017,73.1478652337897,25
2,2,22.08,0.103,20,6358.236,75,5643.054657246027,87,93,58.03916889535017,90.86226724198032,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,4,111,63.6002878782067,7.199167490343331,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,6,111,63.6002878782067,51.87542221373167,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,12,111,63.6002878782067,28.283237812668464,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,15,111,63.6002878782067,41.50338924850995,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,20,111,63.6002878782067,29.608406202584693,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,25,111,63.6002878782067,129.17960246392653,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,28,111,63.6002878782067,65.31809611855176,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,29,111,63.6002878782067,7.293137829351259,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,31,111,63.6002878782067,55.34791436689182,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,35,111,63.6002878782067,81.69775644345526,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,37,111,63.6002878782067,21.94213816880413,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,38,111,63.6002878782067,41.9910776042857,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,41,111,63.6002878782067,68.68459432423933,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,42,111,63.6002878782067,25.89749325115692,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,57,111,63.6002878782067,102.81657931060681,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,60,111,63.6002878782067,57.05432359940249,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,62,111,63.6002878782067,22.419896027257117,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,65,111,63.6002878782067,35.75407608253881,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,71,111,63.6002878782067,20.30600671389445,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,77,111,63.6002878782067,18.309593416825255,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,78,111,63.6002878782067,77.88903344704487,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,92,111,63.6002878782067,170.399605015435,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,95,111,63.6002878782067,142.43155943596238,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,98,111,63.6002878782067,136.22015795067068,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,99,111,63.6002878782067,43.407043153969134,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,107,111,63.6002878782067,19.156836558308907,25
2,3,22.08,0.103,30,8554.656,75,7307.489532662895,109,111,63.6002878782067,22.934401270483548,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,4,126,68.0658704204535,122.60445836904962,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,14,126,68.0658704204535,31.283133211666165,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,15,126,68.0658704204535,70.71299305052553,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,20,126,68.0658704204535,37.04162745005449,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,24,126,68.0658704204535,99.49578323899877,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,26,126,68.0658704204535,25.253528324834967,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,33,126,68.0658704204535,39.00622276047245,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,37,126,68.0658704204535,61.77596685916543,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,44,126,68.0658704204535,33.5259450262926,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,50,126,68.0658704204535,66.596914330153,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,53,126,68.0658704204535,83.18865650545197,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,56,126,68.0658704204535,94.03534014041153,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,71,126,68.0658704204535,69.98824347837483,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,72,126,68.0658704204535,44.34010525117956,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,73,126,68.0658704204535,16.54835615513774,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,74,126,68.0658704204535,95.0230801794369,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,75,126,68.0658704204535,61.000723877320475,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,80,126,68.0658704204535,96.46145430689157,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,81,126,68.0658704204535,27.779343049464494,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,82,126,68.0658704204535,29.231706326081955,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,86,126,68.0658704204535,101.10786271816093,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,89,126,68.0658704204535,165.88292082525442,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,91,126,68.0658704204535,85.42523876377203,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,93,126,68.0658704204535,128.70281510068475,25
2,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,96,126,68.0658704204535,20.61514813501206,25
