"seed","parent_i","parent_M0","parent_r","parent_N","parent_K","parent_time","parent_tmass","propagule_ID","propagule_num","propagule_mean.mass","propagule.indiv.mass"
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,11,93,58.03916889535017,33.38817117893644
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,12,93,58.03916889535017,63.56426889906823
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,13,93,58.03916889535017,72.50499173111618
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,14,93,58.03916889535017,29.385392745788412
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,15,93,58.03916889535017,91.04348773518379
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,16,93,58.03916889535017,33.51288702910358
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,17,93,58.03916889535017,108.95279051192554
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,18,93,58.03916889535017,83.81062325139374
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,19,93,58.03916889535017,103.40026734047284
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,20,93,58.03916889535017,84.74106495811569
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,21,93,58.03916889535017,131.95258127073078
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,22,93,58.03916889535017,39.69028393961775
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,23,93,58.03916889535017,18.138603084047794
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,24,93,58.03916889535017,27.405504496420605
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,25,93,58.03916889535017,25.719501036057377
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,26,93,58.03916889535017,57.59557317705386
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,27,93,58.03916889535017,62.44000806993849
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,28,93,58.03916889535017,24.462809695699118
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,29,93,58.03916889535017,43.0898340208283
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,30,93,58.03916889535017,38.56856906130072
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,31,93,58.03916889535017,69.02618535264718
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,32,93,58.03916889535017,80.050348404564
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,33,93,58.03916889535017,2.7932015260727647
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,34,93,58.03916889535017,40.486228173818844
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,35,93,58.03916889535017,89.16495442110376
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,36,93,58.03916889535017,106.89250329669359
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,37,93,58.03916889535017,55.24932803073996
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,38,93,58.03916889535017,13.000367268096522
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,39,93,58.03916889535017,43.65701717200849
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,40,93,58.03916889535017,6.032247868845699
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,41,93,58.03916889535017,31.6611293583811
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,42,93,58.03916889535017,68.59847478113628
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,43,93,58.03916889535017,60.11039468980978
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,44,93,58.03916889535017,102.23651483748942
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,45,93,58.03916889535017,173.90432115810344
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,46,93,58.03916889535017,33.115032438527365
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,47,93,58.03916889535017,114.40411665298528
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,48,93,58.03916889535017,58.53653949925763
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,49,93,58.03916889535017,39.88800723857919
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,50,93,58.03916889535017,2.99895713579131
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,51,93,58.03916889535017,53.49388181130761
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,52,93,58.03916889535017,54.619658888377515
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,53,93,58.03916889535017,96.70393207974485
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,54,93,58.03916889535017,29.589954325994682
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,55,93,58.03916889535017,57.73922975710462
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,56,93,58.03916889535017,51.9550744970617
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,57,93,58.03916889535017,90.16741711359613
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,58,93,58.03916889535017,86.53053205310722
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,59,93,58.03916889535017,43.93786009096854
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,60,93,58.03916889535017,45.87039990160946
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,61,93,58.03916889535017,123.7184836938193
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,62,93,58.03916889535017,146.76696397829525
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,63,93,58.03916889535017,39.64444994722469
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,64,93,58.03916889535017,12.4719963747511
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,65,93,58.03916889535017,43.718558644297474
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,66,93,58.03916889535017,47.180097008873545
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,67,93,58.03916889535017,50.507849886725204
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,68,93,58.03916889535017,4.438828907341855
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,69,93,58.03916889535017,52.30159805949718
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,70,93,58.03916889535017,36.04887382782382
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,71,93,58.03916889535017,43.401315937513196
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,72,93,58.03916889535017,84.86312306457576
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,73,93,58.03916889535017,81.85284234360822
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,74,93,58.03916889535017,31.883807183146978
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,75,93,58.03916889535017,57.877456542157056
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,76,93,58.03916889535017,96.35819864397051
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,77,93,58.03916889535017,30.321933565651626
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,78,93,58.03916889535017,113.8383153709408
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,79,93,58.03916889535017,19.315622498293088
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,80,93,58.03916889535017,42.200866298626316
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,81,93,58.03916889535017,47.53291901582089
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,82,93,58.03916889535017,72.06645773603118
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,83,93,58.03916889535017,57.81892965407778
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,84,93,58.03916889535017,53.01250032846179
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,85,93,58.03916889535017,95.19968621092491
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,86,93,58.03916889535017,50.15974146408629
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,87,93,58.03916889535017,124.45116018003577
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,88,93,58.03916889535017,78.96263570415638
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,89,93,58.03916889535017,89.25414171298355
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,90,93,58.03916889535017,77.96104162392652
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,91,93,58.03916889535017,16.190872521096832
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,92,93,58.03916889535017,58.54169975339529
1,2,22.08,0.103,20,6358.236,75,5643.054657246027,93,93,58.03916889535017,27.307906067137466
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,1,111,63.6002878782067,20.75820816665672
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,2,111,63.6002878782067,68.31478389875593
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,3,111,63.6002878782067,137.22876457082222
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,4,111,63.6002878782067,77.79006327399034
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,5,111,63.6002878782067,36.831133866733424
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,6,111,63.6002878782067,77.51314386613869
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,7,111,63.6002878782067,45.81964396381384
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,8,111,63.6002878782067,25.13809087232458
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,9,111,63.6002878782067,23.476618309864474
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,10,111,63.6002878782067,70.85436581807252
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,11,111,63.6002878782067,72.15313216829782
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,12,111,63.6002878782067,19.03842889002596
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,13,111,63.6002878782067,44.476680092335286
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,14,111,63.6002878782067,35.14906451446044
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,15,111,63.6002878782067,48.2586627844865
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,16,111,63.6002878782067,18.1253784127638
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,17,111,63.6002878782067,83.47610117177616
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,18,111,63.6002878782067,100.38271832695149
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,19,111,63.6002878782067,20.089389690085742
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,20,111,63.6002878782067,58.48670130531009
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,21,111,63.6002878782067,21.162197302715178
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,22,111,63.6002878782067,100.78715685487077
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,23,111,63.6002878782067,33.487776071511426
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,24,111,63.6002878782067,36.75640010294663
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,25,111,63.6002878782067,12.8078423855007
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,26,111,63.6002878782067,53.96063336352029
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,27,111,63.6002878782067,37.987857060947384
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,28,111,63.6002878782067,71.14582942454881
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,29,111,63.6002878782067,122.71164585832483
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,30,111,63.6002878782067,15.069508297093863
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,31,111,63.6002878782067,84.99070134422254
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,32,111,63.6002878782067,49.699888579209336
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,33,111,63.6002878782067,119.73520238871063
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,34,111,63.6002878782067,25.14946551966184
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,35,111,63.6002878782067,80.11539528947057
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,36,111,63.6002878782067,31.04529902807542
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,37,111,63.6002878782067,87.33424776995874
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,38,111,63.6002878782067,95.31361030142801
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,39,111,63.6002878782067,57.09550216016938
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,40,111,63.6002878782067,87.11530420531477
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,41,111,63.6002878782067,102.39081554190696
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,42,111,63.6002878782067,56.912711900882165
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,43,111,63.6002878782067,52.44644835917769
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,44,111,63.6002878782067,114.41225957101695
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,45,111,63.6002878782067,89.05421124622193
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,46,111,63.6002878782067,37.39054650124475
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,47,111,63.6002878782067,10.1013684341816
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,48,111,63.6002878782067,122.95090810782415
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,49,111,63.6002878782067,32.98548654370757
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,50,111,63.6002878782067,12.189302708955873
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,51,111,63.6002878782067,27.429575338983856
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,52,111,63.6002878782067,81.43519626466444
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,53,111,63.6002878782067,43.96917823830581
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,54,111,63.6002878782067,11.377910601321828
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,55,111,63.6002878782067,11.319941008468723
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,56,111,63.6002878782067,77.20682364202035
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,57,111,63.6002878782067,88.10500400239287
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,58,111,63.6002878782067,105.69784444781682
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,59,111,63.6002878782067,79.54996750694188
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,60,111,63.6002878782067,57.7832456627468
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,61,111,63.6002878782067,15.507214386315114
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,62,111,63.6002878782067,57.697015087195325
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,63,111,63.6002878782067,88.85803266482142
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,64,111,63.6002878782067,146.7418989460207
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,65,111,63.6002878782067,67.77280690280703
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,66,111,63.6002878782067,23.707186267632764
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,67,111,63.6002878782067,76.27557819187857
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,68,111,63.6002878782067,113.80897816081388
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,69,111,63.6002878782067,72.88072011744558
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,70,111,63.6002878782067,45.722301959234024
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,71,111,63.6002878782067,71.00628748122116
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,72,111,63.6002878782067,40.116769441506236
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,73,111,63.6002878782067,40.137388650197515
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,74,111,63.6002878782067,53.23319043795681
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,75,111,63.6002878782067,66.4395624299667
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,76,111,63.6002878782067,63.87903492570078
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,77,111,63.6002878782067,81.69067667690392
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,78,111,63.6002878782067,50.90268379380911
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,79,111,63.6002878782067,17.23360005805878
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,80,111,63.6002878782067,110.97893667695
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,81,111,63.6002878782067,68.09407088610374
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,82,111,63.6002878782067,96.69157493884875
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,83,111,63.6002878782067,66.53789014945455
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,84,111,63.6002878782067,113.48321975442462
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,85,111,63.6002878782067,63.07563016963966
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,86,111,63.6002878782067,12.91809075427699
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,87,111,63.6002878782067,33.10813825187549
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,88,111,63.6002878782067,14.318252789530064
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,89,111,63.6002878782067,61.93427740461472
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,90,111,63.6002878782067,48.42605085999805
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,91,111,63.6002878782067,60.41037961799046
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,92,111,63.6002878782067,120.20792936618044
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,93,111,63.6002878782067,90.42546405585448
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,94,111,63.6002878782067,58.9894141203729
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,95,111,63.6002878782067,73.07816694611212
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,96,111,63.6002878782067,14.075340651061332
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,97,111,63.6002878782067,56.358515687578326
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,98,111,63.6002878782067,80.22611614466419
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,99,111,63.6002878782067,85.76523331037279
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,100,111,63.6002878782067,30.577899891940007
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,101,111,63.6002878782067,38.88200399076475
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,102,111,63.6002878782067,105.79092029807715
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,103,111,63.6002878782067,136.9185400927621
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,104,111,63.6002878782067,33.82035763730577
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,105,111,63.6002878782067,46.78901815568904
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,106,111,63.6002878782067,104.80725160669257
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,107,111,63.6002878782067,138.00252061975388
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,108,111,63.6002878782067,120.1397787402515
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,109,111,63.6002878782067,72.00591273305498
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,110,111,63.6002878782067,104.86416473409525
1,3,22.08,0.103,30,8554.656,75,7307.489532662895,111,111,63.6002878782067,82.77868396451692
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,1,126,68.0658704204535,100.21758852881977
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,2,126,68.0658704204535,89.36631407241849
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,3,126,68.0658704204535,102.310845159368
1,4,22.08,0.103,40,10751.076000000001,75,8851.51677604832,4,126,68.0658704204535,62.440734943453165
